Publisher ID,Event ID,Sex,Age Group,Social Grade,Date,Complete,VID
1,46,M,18_34,ABC1,05/03/2021,1,1001768
1,47,M,18_34,ABC1,05/03/2021,1,1001816
1,48,M,18_34,ABC1,05/03/2021,1,1001986
1,49,M,18_34,ABC1,05/03/2021,1,1002119
1,50,M,18_34,ABC1,05/03/2021,1,1002191
1,51,M,18_34,ABC1,05/03/2021,1,1002378
1,52,M,18_34,ABC1,05/03/2021,1,1002392
1,53,M,18_34,ABC1,05/03/2021,1,1002435
1,54,M,18_34,ABC1,05/03/2021,1,1002462
1,55,M,18_34,ABC1,05/03/2021,1,1002685
1,56,M,18_34,ABC1,05/03/2021,0,1002742
1,57,M,18_34,ABC1,05/03/2021,1,1002770
1,58,M,18_34,ABC1,05/03/2021,1,1002798
1,59,M,18_34,ABC1,05/03/2021,1,1002887
1,60,M,18_34,ABC1,05/03/2021,1,1002905
1,61,M,18_34,ABC1,05/03/2021,1,1003378
1,62,M,18_34,ABC1,05/03/2021,1,1003934
1,63,M,18_34,ABC1,05/03/2021,1,1003953
1,64,M,18_34,ABC1,05/03/2021,1,1004011
1,65,M,18_34,ABC1,06/03/2021,1,1000353
1,66,M,18_34,ABC1,06/03/2021,1,1000657
1,67,M,18_34,ABC1,06/03/2021,1,1000789
1,68,M,18_34,ABC1,06/03/2021,1,1000924
1,69,M,18_34,ABC1,06/03/2021,1,1000980
1,70,M,18_34,ABC1,06/03/2021,1,1001139
1,71,M,18_34,ABC1,06/03/2021,1,1001210
1,72,M,18_34,ABC1,06/03/2021,1,1001319
1,73,M,18_34,ABC1,06/03/2021,1,1001367
1,74,M,18_34,ABC1,06/03/2021,1,1001389
1,75,M,18_34,ABC1,06/03/2021,1,1001529
1,76,M,18_34,ABC1,06/03/2021,1,1001571
1,77,M,18_34,ABC1,06/03/2021,1,1001592
1,78,M,18_34,ABC1,06/03/2021,1,1001603
1,79,M,18_34,ABC1,06/03/2021,1,1001626
1,80,M,18_34,ABC1,06/03/2021,1,1001639
1,81,M,18_34,ABC1,06/03/2021,1,1001640
1,82,M,18_34,ABC1,06/03/2021,1,1001705
1,83,M,18_34,ABC1,06/03/2021,1,1001750
1,84,M,18_34,ABC1,06/03/2021,1,1001765
1,85,M,18_34,ABC1,06/03/2021,1,1001814
1,86,M,18_34,ABC1,06/03/2021,1,1001848
1,87,M,18_34,ABC1,06/03/2021,1,1002066
1,88,M,18_34,ABC1,06/03/2021,1,1002082
1,89,M,18_34,ABC1,06/03/2021,1,1002173
1,90,M,18_34,ABC1,06/03/2021,1,1002210
1,91,M,18_34,ABC1,06/03/2021,1,1002243
1,92,M,18_34,ABC1,06/03/2021,1,1002366
1,93,M,18_34,ABC1,06/03/2021,1,1002388
1,94,M,18_34,ABC1,06/03/2021,1,1002406
1,95,M,18_34,ABC1,06/03/2021,1,1002448
1,96,M,18_34,ABC1,06/03/2021,1,1002483
1,97,M,18_34,ABC1,06/03/2021,1,1002506
1,98,M,18_34,ABC1,06/03/2021,1,1002603
1,99,M,18_34,ABC1,06/03/2021,1,1002628
1,100,M,18_34,ABC1,06/03/2021,1,1002733
1,101,M,18_34,ABC1,06/03/2021,1,1002733
1,102,M,18_34,ABC1,06/03/2021,1,1002771
1,103,M,18_34,ABC1,06/03/2021,1,1002794
1,104,M,18_34,ABC1,06/03/2021,1,1002832
1,105,M,18_34,ABC1,06/03/2021,1,1003068
1,106,M,18_34,ABC1,06/03/2021,1,1003077
1,107,M,18_34,ABC1,06/03/2021,1,1003251
1,108,M,18_34,ABC1,06/03/2021,1,1003276
1,109,M,18_34,ABC1,06/03/2021,0,1003284
1,110,M,18_34,ABC1,06/03/2021,1,1003486
1,111,M,18_34,ABC1,06/03/2021,1,1003486
1,112,M,18_34,ABC1,06/03/2021,1,1003487
1,113,M,18_34,ABC1,06/03/2021,1,1003512
1,114,M,18_34,ABC1,06/03/2021,1,1003612
1,115,M,18_34,ABC1,06/03/2021,1,1003641
1,116,M,18_34,ABC1,06/03/2021,1,1003757
1,117,M,18_34,ABC1,06/03/2021,1,1003759
1,118,M,18_34,ABC1,06/03/2021,1,1003775
1,119,M,18_34,ABC1,06/03/2021,1,1003852
1,120,M,18_34,ABC1,06/03/2021,1,1003853
1,121,M,18_34,ABC1,06/03/2021,1,1003971
1,122,M,18_34,ABC1,06/03/2021,1,1003976
1,123,M,18_34,ABC1,06/03/2021,1,1003988
1,124,M,18_34,ABC1,06/03/2021,1,1004009
1,125,M,18_34,ABC1,07/03/2021,1,1000172
1,126,M,18_34,ABC1,07/03/2021,1,1000230
1,127,M,18_34,ABC1,07/03/2021,1,1000502
1,128,M,18_34,ABC1,07/03/2021,1,1000639
1,129,M,18_34,ABC1,07/03/2021,1,1000641
1,130,M,18_34,ABC1,07/03/2021,0,1000663
1,131,M,18_34,ABC1,07/03/2021,1,1000730
1,132,M,18_34,ABC1,07/03/2021,1,1000737
1,133,M,18_34,ABC1,07/03/2021,1,1000846
1,134,M,18_34,ABC1,07/03/2021,1,1000922
1,135,M,18_34,ABC1,07/03/2021,1,1000969
1,136,M,18_34,ABC1,07/03/2021,1,1000971
1,137,M,18_34,ABC1,07/03/2021,1,1000975
1,138,M,18_34,ABC1,07/03/2021,1,1001074
1,139,M,18_34,ABC1,07/03/2021,1,1001093
1,140,M,18_34,ABC1,07/03/2021,1,1001163
1,141,M,18_34,ABC1,07/03/2021,1,1001165
1,142,M,18_34,ABC1,07/03/2021,1,1001368
1,143,M,18_34,ABC1,07/03/2021,1,1001389
1,144,M,18_34,ABC1,07/03/2021,1,1001434
1,145,M,18_34,ABC1,07/03/2021,1,1001601
1,146,M,18_34,ABC1,07/03/2021,1,1001605
1,147,M,18_34,ABC1,07/03/2021,1,1001618
1,148,M,18_34,ABC1,07/03/2021,1,1001686
1,149,M,18_34,ABC1,07/03/2021,1,1001723
1,150,M,18_34,ABC1,07/03/2021,1,1001731
1,151,M,18_34,ABC1,07/03/2021,1,1001786
1,152,M,18_34,ABC1,07/03/2021,1,1001794
1,153,M,18_34,ABC1,07/03/2021,1,1001817
1,154,M,18_34,ABC1,07/03/2021,1,1001821
1,155,M,18_34,ABC1,07/03/2021,1,1002018
1,156,M,18_34,ABC1,07/03/2021,1,1002108
1,157,M,18_34,ABC1,07/03/2021,1,1002258
1,158,M,18_34,ABC1,07/03/2021,1,1002337
1,159,M,18_34,ABC1,07/03/2021,1,1002348
1,160,M,18_34,ABC1,07/03/2021,1,1002391
1,161,M,18_34,ABC1,07/03/2021,1,1002397
1,162,M,18_34,ABC1,07/03/2021,1,1002457
1,163,M,18_34,ABC1,07/03/2021,1,1002482
1,164,M,18_34,ABC1,07/03/2021,1,1002508
1,165,M,18_34,ABC1,07/03/2021,1,1002510
1,166,M,18_34,ABC1,07/03/2021,1,1002542
1,167,M,18_34,ABC1,07/03/2021,1,1002608
1,168,M,18_34,ABC1,07/03/2021,1,1002611
1,169,M,18_34,ABC1,07/03/2021,1,1002720
1,170,M,18_34,ABC1,07/03/2021,1,1002762
1,171,M,18_34,ABC1,07/03/2021,1,1002768
1,172,M,18_34,ABC1,07/03/2021,1,1002796
1,173,M,18_34,ABC1,07/03/2021,1,1002879
1,174,M,18_34,ABC1,07/03/2021,1,1002942
1,175,M,18_34,ABC1,07/03/2021,1,1003026
1,176,M,18_34,ABC1,07/03/2021,1,1003129
1,177,M,18_34,ABC1,07/03/2021,1,1003168
1,178,M,18_34,ABC1,07/03/2021,1,1003206
1,179,M,18_34,ABC1,07/03/2021,1,1003274
1,180,M,18_34,ABC1,07/03/2021,1,1003318
1,181,M,18_34,ABC1,07/03/2021,1,1003353
1,182,M,18_34,ABC1,07/03/2021,1,1003442
1,183,M,18_34,ABC1,07/03/2021,1,1003442
1,184,M,18_34,ABC1,07/03/2021,1,1003513
1,185,M,18_34,ABC1,07/03/2021,1,1003520
1,186,M,18_34,ABC1,07/03/2021,1,1003583
1,187,M,18_34,ABC1,07/03/2021,1,1003613
1,188,M,18_34,ABC1,07/03/2021,0,1003653
1,189,M,18_34,ABC1,07/03/2021,1,1003756
1,190,M,18_34,ABC1,07/03/2021,1,1003768
1,191,M,18_34,ABC1,07/03/2021,1,1003791
1,192,M,18_34,ABC1,07/03/2021,1,1003833
1,193,M,18_34,ABC1,07/03/2021,1,1004002
1,194,M,18_34,ABC1,07/03/2021,1,1004025
1,195,M,18_34,ABC1,08/03/2021,1,1000434
1,196,M,18_34,ABC1,08/03/2021,1,1000666
1,197,M,18_34,ABC1,08/03/2021,1,1000693
1,198,M,18_34,ABC1,08/03/2021,1,1000706
1,199,M,18_34,ABC1,08/03/2021,1,1000732
1,200,M,18_34,ABC1,08/03/2021,1,1000875
1,201,M,18_34,ABC1,08/03/2021,1,1000954
1,202,M,18_34,ABC1,08/03/2021,1,1000958
1,203,M,18_34,ABC1,08/03/2021,1,1000979
1,204,M,18_34,ABC1,08/03/2021,1,1000995
1,205,M,18_34,ABC1,08/03/2021,1,1001006
1,206,M,18_34,ABC1,08/03/2021,1,1001050
1,207,M,18_34,ABC1,08/03/2021,1,1001059
1,208,M,18_34,ABC1,08/03/2021,1,1001111
1,209,M,18_34,ABC1,08/03/2021,1,1001204
1,210,M,18_34,ABC1,08/03/2021,1,1001228
1,211,M,18_34,ABC1,08/03/2021,1,1001300
1,212,M,18_34,ABC1,08/03/2021,1,1001309
1,213,M,18_34,ABC1,08/03/2021,1,1001347
1,214,M,18_34,ABC1,08/03/2021,1,1001405
1,215,M,18_34,ABC1,08/03/2021,1,1001435
1,216,M,18_34,ABC1,08/03/2021,1,1001439
1,217,M,18_34,ABC1,08/03/2021,1,1001477
1,218,M,18_34,ABC1,08/03/2021,1,1001493
1,219,M,18_34,ABC1,08/03/2021,1,1001533
1,220,M,18_34,ABC1,08/03/2021,1,1001658
1,221,M,18_34,ABC1,08/03/2021,1,1001670
1,222,M,18_34,ABC1,08/03/2021,1,1001694
1,223,M,18_34,ABC1,08/03/2021,1,1001706
1,224,M,18_34,ABC1,08/03/2021,1,1001718
1,225,M,18_34,ABC1,08/03/2021,1,1001746
1,226,M,18_34,ABC1,08/03/2021,1,1001828
1,227,M,18_34,ABC1,08/03/2021,1,1001863
1,228,M,18_34,ABC1,08/03/2021,1,1001871
1,229,M,18_34,ABC1,08/03/2021,1,1001871
1,230,M,18_34,ABC1,08/03/2021,1,1001894
1,231,M,18_34,ABC1,08/03/2021,1,1001915
1,232,M,18_34,ABC1,08/03/2021,1,1001920
1,233,M,18_34,ABC1,08/03/2021,1,1001948
1,234,M,18_34,ABC1,08/03/2021,1,1001953
1,235,M,18_34,ABC1,08/03/2021,1,1002024
1,236,M,18_34,ABC1,08/03/2021,1,1002038
1,237,M,18_34,ABC1,08/03/2021,1,1002189
1,238,M,18_34,ABC1,08/03/2021,1,1002213
1,239,M,18_34,ABC1,08/03/2021,1,1002271
1,240,M,18_34,ABC1,08/03/2021,1,1002335
1,241,M,18_34,ABC1,08/03/2021,1,1002354
1,242,M,18_34,ABC1,08/03/2021,1,1002411
1,243,M,18_34,ABC1,08/03/2021,1,1002415
1,244,M,18_34,ABC1,08/03/2021,1,1002475
1,245,M,18_34,ABC1,08/03/2021,1,1002489
1,246,M,18_34,ABC1,08/03/2021,1,1002607
1,247,M,18_34,ABC1,08/03/2021,1,1002674
1,248,M,18_34,ABC1,08/03/2021,1,1002676
1,249,M,18_34,ABC1,08/03/2021,1,1002691
1,250,M,18_34,ABC1,08/03/2021,1,1002728
1,251,M,18_34,ABC1,08/03/2021,1,1002763
1,252,M,18_34,ABC1,08/03/2021,1,1002764
1,253,M,18_34,ABC1,08/03/2021,1,1002768
1,254,M,18_34,ABC1,08/03/2021,1,1002770
1,255,M,18_34,ABC1,08/03/2021,1,1002786
1,256,M,18_34,ABC1,08/03/2021,1,1002794
1,257,M,18_34,ABC1,08/03/2021,1,1002805
1,258,M,18_34,ABC1,08/03/2021,1,1002806
1,259,M,18_34,ABC1,08/03/2021,1,1002807
1,260,M,18_34,ABC1,08/03/2021,1,1002817
1,261,M,18_34,ABC1,08/03/2021,1,1002827
1,262,M,18_34,ABC1,08/03/2021,1,1002831
1,263,M,18_34,ABC1,08/03/2021,1,1002840
1,264,M,18_34,ABC1,08/03/2021,1,1002906
1,265,M,18_34,ABC1,08/03/2021,1,1002907
1,266,M,18_34,ABC1,08/03/2021,1,1002917
1,267,M,18_34,ABC1,08/03/2021,1,1002953
1,268,M,18_34,ABC1,08/03/2021,1,1003042
1,269,M,18_34,ABC1,08/03/2021,1,1003210
1,270,M,18_34,ABC1,08/03/2021,1,1003288
1,271,M,18_34,ABC1,08/03/2021,1,1003319
1,272,M,18_34,ABC1,08/03/2021,1,1003327
1,273,M,18_34,ABC1,08/03/2021,1,1003446
1,274,M,18_34,ABC1,08/03/2021,1,1003469
1,275,M,18_34,ABC1,08/03/2021,1,1003575
1,276,M,18_34,ABC1,08/03/2021,1,1003592
1,277,M,18_34,ABC1,08/03/2021,0,1003611
1,278,M,18_34,ABC1,08/03/2021,1,1003634
1,279,M,18_34,ABC1,08/03/2021,1,1003641
1,280,M,18_34,ABC1,08/03/2021,1,1003691
1,281,M,18_34,ABC1,08/03/2021,1,1003694
1,282,M,18_34,ABC1,08/03/2021,1,1003712
1,283,M,18_34,ABC1,08/03/2021,1,1003744
1,284,M,18_34,ABC1,08/03/2021,1,1003751
1,285,M,18_34,ABC1,08/03/2021,1,1003757
1,286,M,18_34,ABC1,08/03/2021,1,1003800
1,287,M,18_34,ABC1,08/03/2021,1,1003808
1,288,M,18_34,ABC1,08/03/2021,1,1003887
1,289,M,18_34,ABC1,08/03/2021,1,1003887
1,290,M,18_34,ABC1,08/03/2021,1,1003954
1,291,M,18_34,ABC1,08/03/2021,1,1003956
1,292,M,18_34,ABC1,08/03/2021,1,1003983
1,293,M,18_34,ABC1,08/03/2021,1,1003994
1,294,M,18_34,ABC1,08/03/2021,1,1003996
1,295,M,18_34,ABC1,08/03/2021,1,1004024
1,296,M,18_34,ABC1,09/03/2021,1,1000245
1,297,M,18_34,ABC1,09/03/2021,1,1000296
1,298,M,18_34,ABC1,09/03/2021,1,1000624
1,299,M,18_34,ABC1,09/03/2021,1,1000635
1,300,M,18_34,ABC1,09/03/2021,1,1000657
1,301,M,18_34,ABC1,09/03/2021,1,1000664
1,302,M,18_34,ABC1,09/03/2021,1,1000701
1,303,M,18_34,ABC1,09/03/2021,1,1000705
1,304,M,18_34,ABC1,09/03/2021,0,1000710
1,305,M,18_34,ABC1,09/03/2021,1,1000737
1,306,M,18_34,ABC1,09/03/2021,1,1000786
1,307,M,18_34,ABC1,09/03/2021,1,1000803
1,308,M,18_34,ABC1,09/03/2021,1,1000812
1,309,M,18_34,ABC1,09/03/2021,1,1000876
1,310,M,18_34,ABC1,09/03/2021,1,1000879
1,311,M,18_34,ABC1,09/03/2021,1,1000881
1,312,M,18_34,ABC1,09/03/2021,1,1000929
1,313,M,18_34,ABC1,09/03/2021,1,1000939
1,314,M,18_34,ABC1,09/03/2021,1,1001035
1,315,M,18_34,ABC1,09/03/2021,1,1001079
1,316,M,18_34,ABC1,09/03/2021,1,1001143
1,317,M,18_34,ABC1,09/03/2021,1,1001155
1,318,M,18_34,ABC1,09/03/2021,1,1001170
1,319,M,18_34,ABC1,09/03/2021,1,1001186
1,320,M,18_34,ABC1,09/03/2021,1,1001226
1,321,M,18_34,ABC1,09/03/2021,1,1001237
1,322,M,18_34,ABC1,09/03/2021,1,1001255
1,323,M,18_34,ABC1,09/03/2021,1,1001275
1,324,M,18_34,ABC1,09/03/2021,1,1001279
1,325,M,18_34,ABC1,09/03/2021,1,1001292
1,326,M,18_34,ABC1,09/03/2021,1,1001343
1,327,M,18_34,ABC1,09/03/2021,1,1001459
1,328,M,18_34,ABC1,09/03/2021,1,1001470
1,329,M,18_34,ABC1,09/03/2021,1,1001526
1,330,M,18_34,ABC1,09/03/2021,1,1001599
1,331,M,18_34,ABC1,09/03/2021,1,1001643
1,332,M,18_34,ABC1,09/03/2021,1,1001661
1,333,M,18_34,ABC1,09/03/2021,1,1001665
1,334,M,18_34,ABC1,09/03/2021,1,1001694
1,335,M,18_34,ABC1,09/03/2021,1,1001697
1,336,M,18_34,ABC1,09/03/2021,1,1001698
1,337,M,18_34,ABC1,09/03/2021,1,1001711
1,338,M,18_34,ABC1,09/03/2021,1,1001726
1,339,M,18_34,ABC1,09/03/2021,1,1001727
1,340,M,18_34,ABC1,09/03/2021,1,1001749
1,341,M,18_34,ABC1,09/03/2021,1,1001758
1,342,M,18_34,ABC1,09/03/2021,1,1001762
1,343,M,18_34,ABC1,09/03/2021,1,1001817
1,344,M,18_34,ABC1,09/03/2021,1,1001821
1,345,M,18_34,ABC1,09/03/2021,1,1001842
1,346,M,18_34,ABC1,09/03/2021,1,1001851
1,347,M,18_34,ABC1,09/03/2021,1,1001864
1,348,M,18_34,ABC1,09/03/2021,1,1001866
1,349,M,18_34,ABC1,09/03/2021,1,1001885
1,350,M,18_34,ABC1,09/03/2021,1,1001906
1,351,M,18_34,ABC1,09/03/2021,1,1001970
1,352,M,18_34,ABC1,09/03/2021,1,1001975
1,353,M,18_34,ABC1,09/03/2021,1,1002026
1,354,M,18_34,ABC1,09/03/2021,1,1002137
1,355,M,18_34,ABC1,09/03/2021,1,1002173
1,356,M,18_34,ABC1,09/03/2021,1,1002179
1,357,M,18_34,ABC1,09/03/2021,1,1002198
1,358,M,18_34,ABC1,09/03/2021,1,1002222
1,359,M,18_34,ABC1,09/03/2021,1,1002237
1,360,M,18_34,ABC1,09/03/2021,1,1002261
1,361,M,18_34,ABC1,09/03/2021,1,1002304
1,362,M,18_34,ABC1,09/03/2021,1,1002347
1,363,M,18_34,ABC1,09/03/2021,1,1002354
1,364,M,18_34,ABC1,09/03/2021,1,1002356
1,365,M,18_34,ABC1,09/03/2021,1,1002360
1,366,M,18_34,ABC1,09/03/2021,1,1002361
1,367,M,18_34,ABC1,09/03/2021,1,1002372
1,368,M,18_34,ABC1,09/03/2021,1,1002373
1,369,M,18_34,ABC1,09/03/2021,1,1002382
1,370,M,18_34,ABC1,09/03/2021,1,1002388
1,371,M,18_34,ABC1,09/03/2021,1,1002434
1,372,M,18_34,ABC1,09/03/2021,1,1002434
1,373,M,18_34,ABC1,09/03/2021,1,1002452
1,374,M,18_34,ABC1,09/03/2021,1,1002473
1,375,M,18_34,ABC1,09/03/2021,1,1002482
1,376,M,18_34,ABC1,09/03/2021,1,1002486
1,377,M,18_34,ABC1,09/03/2021,1,1002493
1,378,M,18_34,ABC1,09/03/2021,1,1002504
1,379,M,18_34,ABC1,09/03/2021,1,1002511
1,380,M,18_34,ABC1,09/03/2021,1,1002576
1,381,M,18_34,ABC1,09/03/2021,1,1002578
1,382,M,18_34,ABC1,09/03/2021,0,1002600
1,383,M,18_34,ABC1,09/03/2021,1,1002610
1,384,M,18_34,ABC1,09/03/2021,1,1002624
1,385,M,18_34,ABC1,09/03/2021,1,1002636
1,386,M,18_34,ABC1,09/03/2021,1,1002658
1,387,M,18_34,ABC1,09/03/2021,1,1002668
1,388,M,18_34,ABC1,09/03/2021,1,1002685
1,389,M,18_34,ABC1,09/03/2021,1,1002690
1,390,M,18_34,ABC1,09/03/2021,1,1002691
1,391,M,18_34,ABC1,09/03/2021,1,1002712
1,392,M,18_34,ABC1,09/03/2021,1,1002720
1,393,M,18_34,ABC1,09/03/2021,1,1002724
1,394,M,18_34,ABC1,09/03/2021,1,1002754
1,395,M,18_34,ABC1,09/03/2021,1,1002779
1,396,M,18_34,ABC1,09/03/2021,1,1002782
1,397,M,18_34,ABC1,09/03/2021,1,1002782
1,398,M,18_34,ABC1,09/03/2021,1,1002798
1,399,M,18_34,ABC1,09/03/2021,1,1002799
1,400,M,18_34,ABC1,09/03/2021,1,1002810
1,401,M,18_34,ABC1,09/03/2021,1,1002815
1,402,M,18_34,ABC1,09/03/2021,1,1002826
1,403,M,18_34,ABC1,09/03/2021,1,1002860
1,404,M,18_34,ABC1,09/03/2021,1,1002907
1,405,M,18_34,ABC1,09/03/2021,1,1002969
1,406,M,18_34,ABC1,09/03/2021,1,1003016
1,407,M,18_34,ABC1,09/03/2021,1,1003033
1,408,M,18_34,ABC1,09/03/2021,1,1003045
1,409,M,18_34,ABC1,09/03/2021,1,1003108
1,410,M,18_34,ABC1,09/03/2021,1,1003132
1,411,M,18_34,ABC1,09/03/2021,1,1003185
1,412,M,18_34,ABC1,09/03/2021,1,1003290
1,413,M,18_34,ABC1,09/03/2021,1,1003310
1,414,M,18_34,ABC1,09/03/2021,1,1003310
1,415,M,18_34,ABC1,09/03/2021,1,1003323
1,416,M,18_34,ABC1,09/03/2021,1,1003328
1,417,M,18_34,ABC1,09/03/2021,1,1003341
1,418,M,18_34,ABC1,09/03/2021,1,1003347
1,419,M,18_34,ABC1,09/03/2021,1,1003356
1,420,M,18_34,ABC1,09/03/2021,1,1003397
1,421,M,18_34,ABC1,09/03/2021,1,1003404
1,422,M,18_34,ABC1,09/03/2021,1,1003411
1,423,M,18_34,ABC1,09/03/2021,1,1003429
1,424,M,18_34,ABC1,09/03/2021,1,1003468
1,425,M,18_34,ABC1,09/03/2021,1,1003495
1,426,M,18_34,ABC1,09/03/2021,1,1003519
1,427,M,18_34,ABC1,09/03/2021,1,1003557
1,428,M,18_34,ABC1,09/03/2021,1,1003573
1,429,M,18_34,ABC1,09/03/2021,1,1003576
1,430,M,18_34,ABC1,09/03/2021,1,1003581
1,431,M,18_34,ABC1,09/03/2021,1,1003595
1,432,M,18_34,ABC1,09/03/2021,1,1003596
1,433,M,18_34,ABC1,09/03/2021,1,1003605
1,434,M,18_34,ABC1,09/03/2021,1,1003684
1,435,M,18_34,ABC1,09/03/2021,0,1003693
1,436,M,18_34,ABC1,09/03/2021,1,1003708
1,437,M,18_34,ABC1,09/03/2021,1,1003724
1,438,M,18_34,ABC1,09/03/2021,1,1003737
1,439,M,18_34,ABC1,09/03/2021,1,1003741
1,440,M,18_34,ABC1,09/03/2021,1,1003753
1,441,M,18_34,ABC1,09/03/2021,1,1003764
1,442,M,18_34,ABC1,09/03/2021,1,1003772
1,443,M,18_34,ABC1,09/03/2021,1,1003811
1,444,M,18_34,ABC1,09/03/2021,1,1003835
1,445,M,18_34,ABC1,09/03/2021,1,1003835
1,446,M,18_34,ABC1,09/03/2021,1,1003842
1,447,M,18_34,ABC1,09/03/2021,1,1003887
1,448,M,18_34,ABC1,09/03/2021,1,1003899
1,449,M,18_34,ABC1,09/03/2021,1,1003920
1,450,M,18_34,ABC1,09/03/2021,1,1003921
1,451,M,18_34,ABC1,09/03/2021,1,1003925
1,452,M,18_34,ABC1,09/03/2021,1,1003935
1,453,M,18_34,ABC1,09/03/2021,0,1003941
1,454,M,18_34,ABC1,09/03/2021,1,1003942
1,455,M,18_34,ABC1,09/03/2021,1,1003964
1,456,M,18_34,ABC1,09/03/2021,1,1003979
1,457,M,18_34,ABC1,09/03/2021,1,1003998
1,458,M,18_34,ABC1,09/03/2021,1,1004021
1,459,M,18_34,ABC1,10/03/2021,1,1000201
1,460,M,18_34,ABC1,10/03/2021,1,1000256
1,461,M,18_34,ABC1,10/03/2021,1,1000273
1,462,M,18_34,ABC1,10/03/2021,1,1000367
1,463,M,18_34,ABC1,10/03/2021,1,1000651
1,464,M,18_34,ABC1,10/03/2021,1,1000681
1,465,M,18_34,ABC1,10/03/2021,1,1000718
1,466,M,18_34,ABC1,10/03/2021,1,1000783
1,467,M,18_34,ABC1,10/03/2021,1,1000791
1,468,M,18_34,ABC1,10/03/2021,1,1000841
1,469,M,18_34,ABC1,10/03/2021,1,1000913
1,470,M,18_34,ABC1,10/03/2021,1,1000957
1,471,M,18_34,ABC1,10/03/2021,1,1000964
1,472,M,18_34,ABC1,10/03/2021,1,1000968
1,473,M,18_34,ABC1,10/03/2021,1,1000979
1,474,M,18_34,ABC1,10/03/2021,1,1000997
1,475,M,18_34,ABC1,10/03/2021,1,1001009
1,476,M,18_34,ABC1,10/03/2021,1,1001013
1,477,M,18_34,ABC1,10/03/2021,1,1001015
1,478,M,18_34,ABC1,10/03/2021,1,1001018
1,479,M,18_34,ABC1,10/03/2021,0,1001024
1,480,M,18_34,ABC1,10/03/2021,1,1001052
1,481,M,18_34,ABC1,10/03/2021,1,1001054
1,482,M,18_34,ABC1,10/03/2021,1,1001078
1,483,M,18_34,ABC1,10/03/2021,1,1001078
1,484,M,18_34,ABC1,10/03/2021,1,1001081
1,485,M,18_34,ABC1,10/03/2021,1,1001090
1,486,M,18_34,ABC1,10/03/2021,1,1001102
1,487,M,18_34,ABC1,10/03/2021,0,1001124
1,488,M,18_34,ABC1,10/03/2021,1,1001135
1,489,M,18_34,ABC1,10/03/2021,1,1001146
1,490,M,18_34,ABC1,10/03/2021,1,1001181
1,491,M,18_34,ABC1,10/03/2021,1,1001185
1,492,M,18_34,ABC1,10/03/2021,1,1001185
1,493,M,18_34,ABC1,10/03/2021,1,1001188
1,494,M,18_34,ABC1,10/03/2021,1,1001254
1,495,M,18_34,ABC1,10/03/2021,1,1001266
1,496,M,18_34,ABC1,10/03/2021,1,1001266
1,497,M,18_34,ABC1,10/03/2021,1,1001268
